,Game,Watch time (hrs),Stream time (hrs),Peak viewers,Peak channels,Streamers,Average viewers,Average channels,Average viewer ratio,Year,publisher,release_date_x,Platform,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,metascore,userscore,year,metascore_binned
224,World of Warcraft,437092004.0,11117088.0,579740,6405,246361,49902,1269,39.32,2023,Blizzard Entertainment,2004-11-23,PC,Role-Playing,0.07,6.21,0.0,0.0,6.28,93.0,74.0,2004.0,Excellent
281,Rocket League,109010735.0,8350544.0,408512,2234,1156993,12445,953,13.05,2023,Psyonix,2015-07-07,PS4,Sports,0.02,0.14,0.0,0.07,0.23,86.0,78.0,2017.0,Great
282,Rocket League,109010735.0,8350544.0,408512,2234,1156993,12445,953,13.05,2023,Psyonix,2015-07-07,PS4,Sports,0.02,0.14,0.0,0.07,0.23,87.0,80.0,2016.0,Great
283,Rocket League,109010735.0,8350544.0,408512,2234,1156993,12445,953,13.05,2023,Psyonix,2015-07-07,PS4,Sports,0.02,0.14,0.0,0.07,0.23,85.0,83.0,2015.0,Great
284,Rocket League,109010735.0,8350544.0,408512,2234,1156993,12445,953,13.05,2023,Psyonix,2015-07-07,PS4,Sports,0.02,0.14,0.0,0.07,0.23,86.0,77.0,2015.0,Great
285,Rocket League,109010735.0,8350544.0,408512,2234,1156993,12445,953,13.05,2023,Psyonix,2015-07-07,XOne,Sports,0.03,0.09,0.0,0.01,0.12,86.0,78.0,2017.0,Great
286,Rocket League,109010735.0,8350544.0,408512,2234,1156993,12445,953,13.05,2023,Psyonix,2015-07-07,XOne,Sports,0.03,0.09,0.0,0.01,0.12,87.0,80.0,2016.0,Great
287,Rocket League,109010735.0,8350544.0,408512,2234,1156993,12445,953,13.05,2023,Psyonix,2015-07-07,XOne,Sports,0.03,0.09,0.0,0.01,0.12,85.0,83.0,2015.0,Great
288,Rocket League,109010735.0,8350544.0,408512,2234,1156993,12445,953,13.05,2023,Psyonix,2015-07-07,XOne,Sports,0.03,0.09,0.0,0.01,0.12,86.0,77.0,2015.0,Great
289,Rocket League,109010735.0,8350544.0,408512,2234,1156993,12445,953,13.05,2023,Psyonix,2015-07-07,PC,Sports,0.01,0.01,0.0,0.0,0.02,86.0,78.0,2017.0,Great
290,Rocket League,109010735.0,8350544.0,408512,2234,1156993,12445,953,13.05,2023,Psyonix,2015-07-07,PC,Sports,0.01,0.01,0.0,0.0,0.02,87.0,80.0,2016.0,Great
291,Rocket League,109010735.0,8350544.0,408512,2234,1156993,12445,953,13.05,2023,Psyonix,2015-07-07,PC,Sports,0.01,0.01,0.0,0.0,0.02,85.0,83.0,2015.0,Great
292,Rocket League,109010735.0,8350544.0,408512,2234,1156993,12445,953,13.05,2023,Psyonix,2015-07-07,PC,Sports,0.01,0.01,0.0,0.0,0.02,86.0,77.0,2015.0,Great
293,Rocket League,109010735.0,8350544.0,408512,2234,1156993,12445,953,13.05,2023,505 Games,2016-07-05,PS4,Sports,0.02,0.14,0.0,0.07,0.23,86.0,78.0,2017.0,Great
294,Rocket League,109010735.0,8350544.0,408512,2234,1156993,12445,953,13.05,2023,505 Games,2016-07-05,PS4,Sports,0.02,0.14,0.0,0.07,0.23,87.0,80.0,2016.0,Great
295,Rocket League,109010735.0,8350544.0,408512,2234,1156993,12445,953,13.05,2023,505 Games,2016-07-05,PS4,Sports,0.02,0.14,0.0,0.07,0.23,85.0,83.0,2015.0,Great
296,Rocket League,109010735.0,8350544.0,408512,2234,1156993,12445,953,13.05,2023,505 Games,2016-07-05,PS4,Sports,0.02,0.14,0.0,0.07,0.23,86.0,77.0,2015.0,Great
297,Rocket League,109010735.0,8350544.0,408512,2234,1156993,12445,953,13.05,2023,505 Games,2016-07-05,XOne,Sports,0.03,0.09,0.0,0.01,0.12,86.0,78.0,2017.0,Great
298,Rocket League,109010735.0,8350544.0,408512,2234,1156993,12445,953,13.05,2023,505 Games,2016-07-05,XOne,Sports,0.03,0.09,0.0,0.01,0.12,87.0,80.0,2016.0,Great
299,Rocket League,109010735.0,8350544.0,408512,2234,1156993,12445,953,13.05,2023,505 Games,2016-07-05,XOne,Sports,0.03,0.09,0.0,0.01,0.12,85.0,83.0,2015.0,Great
300,Rocket League,109010735.0,8350544.0,408512,2234,1156993,12445,953,13.05,2023,505 Games,2016-07-05,XOne,Sports,0.03,0.09,0.0,0.01,0.12,86.0,77.0,2015.0,Great
301,Rocket League,109010735.0,8350544.0,408512,2234,1156993,12445,953,13.05,2023,505 Games,2016-07-05,PC,Sports,0.01,0.01,0.0,0.0,0.02,86.0,78.0,2017.0,Great
302,Rocket League,109010735.0,8350544.0,408512,2234,1156993,12445,953,13.05,2023,505 Games,2016-07-05,PC,Sports,0.01,0.01,0.0,0.0,0.02,87.0,80.0,2016.0,Great
303,Rocket League,109010735.0,8350544.0,408512,2234,1156993,12445,953,13.05,2023,505 Games,2016-07-05,PC,Sports,0.01,0.01,0.0,0.0,0.02,85.0,83.0,2015.0,Great
304,Rocket League,109010735.0,8350544.0,408512,2234,1156993,12445,953,13.05,2023,505 Games,2016-07-05,PC,Sports,0.01,0.01,0.0,0.0,0.02,86.0,77.0,2015.0,Great
305,Rocket League,109010735.0,8350544.0,408512,2234,1156993,12445,953,13.05,2023,505 Games,2018-01-16,PS4,Sports,0.02,0.14,0.0,0.07,0.23,86.0,78.0,2017.0,Great
306,Rocket League,109010735.0,8350544.0,408512,2234,1156993,12445,953,13.05,2023,505 Games,2018-01-16,PS4,Sports,0.02,0.14,0.0,0.07,0.23,87.0,80.0,2016.0,Great
307,Rocket League,109010735.0,8350544.0,408512,2234,1156993,12445,953,13.05,2023,505 Games,2018-01-16,PS4,Sports,0.02,0.14,0.0,0.07,0.23,85.0,83.0,2015.0,Great
308,Rocket League,109010735.0,8350544.0,408512,2234,1156993,12445,953,13.05,2023,505 Games,2018-01-16,PS4,Sports,0.02,0.14,0.0,0.07,0.23,86.0,77.0,2015.0,Great
309,Rocket League,109010735.0,8350544.0,408512,2234,1156993,12445,953,13.05,2023,505 Games,2018-01-16,XOne,Sports,0.03,0.09,0.0,0.01,0.12,86.0,78.0,2017.0,Great
310,Rocket League,109010735.0,8350544.0,408512,2234,1156993,12445,953,13.05,2023,505 Games,2018-01-16,XOne,Sports,0.03,0.09,0.0,0.01,0.12,87.0,80.0,2016.0,Great
311,Rocket League,109010735.0,8350544.0,408512,2234,1156993,12445,953,13.05,2023,505 Games,2018-01-16,XOne,Sports,0.03,0.09,0.0,0.01,0.12,85.0,83.0,2015.0,Great
312,Rocket League,109010735.0,8350544.0,408512,2234,1156993,12445,953,13.05,2023,505 Games,2018-01-16,XOne,Sports,0.03,0.09,0.0,0.01,0.12,86.0,77.0,2015.0,Great
313,Rocket League,109010735.0,8350544.0,408512,2234,1156993,12445,953,13.05,2023,505 Games,2018-01-16,PC,Sports,0.01,0.01,0.0,0.0,0.02,86.0,78.0,2017.0,Great
314,Rocket League,109010735.0,8350544.0,408512,2234,1156993,12445,953,13.05,2023,505 Games,2018-01-16,PC,Sports,0.01,0.01,0.0,0.0,0.02,87.0,80.0,2016.0,Great
315,Rocket League,109010735.0,8350544.0,408512,2234,1156993,12445,953,13.05,2023,505 Games,2018-01-16,PC,Sports,0.01,0.01,0.0,0.0,0.02,85.0,83.0,2015.0,Great
316,Rocket League,109010735.0,8350544.0,408512,2234,1156993,12445,953,13.05,2023,505 Games,2018-01-16,PC,Sports,0.01,0.01,0.0,0.0,0.02,86.0,77.0,2015.0,Great
317,Rocket League,109010735.0,8350544.0,408512,2234,1156993,12445,953,13.05,2023,Psyonix Studios,2015-07-07,PS4,Sports,0.02,0.14,0.0,0.07,0.23,86.0,78.0,2017.0,Great
318,Rocket League,109010735.0,8350544.0,408512,2234,1156993,12445,953,13.05,2023,Psyonix Studios,2015-07-07,PS4,Sports,0.02,0.14,0.0,0.07,0.23,87.0,80.0,2016.0,Great
319,Rocket League,109010735.0,8350544.0,408512,2234,1156993,12445,953,13.05,2023,Psyonix Studios,2015-07-07,PS4,Sports,0.02,0.14,0.0,0.07,0.23,85.0,83.0,2015.0,Great
320,Rocket League,109010735.0,8350544.0,408512,2234,1156993,12445,953,13.05,2023,Psyonix Studios,2015-07-07,PS4,Sports,0.02,0.14,0.0,0.07,0.23,86.0,77.0,2015.0,Great
321,Rocket League,109010735.0,8350544.0,408512,2234,1156993,12445,953,13.05,2023,Psyonix Studios,2015-07-07,XOne,Sports,0.03,0.09,0.0,0.01,0.12,86.0,78.0,2017.0,Great
322,Rocket League,109010735.0,8350544.0,408512,2234,1156993,12445,953,13.05,2023,Psyonix Studios,2015-07-07,XOne,Sports,0.03,0.09,0.0,0.01,0.12,87.0,80.0,2016.0,Great
323,Rocket League,109010735.0,8350544.0,408512,2234,1156993,12445,953,13.05,2023,Psyonix Studios,2015-07-07,XOne,Sports,0.03,0.09,0.0,0.01,0.12,85.0,83.0,2015.0,Great
324,Rocket League,109010735.0,8350544.0,408512,2234,1156993,12445,953,13.05,2023,Psyonix Studios,2015-07-07,XOne,Sports,0.03,0.09,0.0,0.01,0.12,86.0,77.0,2015.0,Great
325,Rocket League,109010735.0,8350544.0,408512,2234,1156993,12445,953,13.05,2023,Psyonix Studios,2015-07-07,PC,Sports,0.01,0.01,0.0,0.0,0.02,86.0,78.0,2017.0,Great
326,Rocket League,109010735.0,8350544.0,408512,2234,1156993,12445,953,13.05,2023,Psyonix Studios,2015-07-07,PC,Sports,0.01,0.01,0.0,0.0,0.02,87.0,80.0,2016.0,Great
327,Rocket League,109010735.0,8350544.0,408512,2234,1156993,12445,953,13.05,2023,Psyonix Studios,2015-07-07,PC,Sports,0.01,0.01,0.0,0.0,0.02,85.0,83.0,2015.0,Great
328,Rocket League,109010735.0,8350544.0,408512,2234,1156993,12445,953,13.05,2023,Psyonix Studios,2015-07-07,PC,Sports,0.01,0.01,0.0,0.0,0.02,86.0,77.0,2015.0,Great
333,World of Tanks,96004929.0,1592338.0,75588,467,67932,10960,181,60.29,2023,Wargaming.net,2011-04-12,PC,Shooter,0.0,0.23,0.0,0.06,0.29,80.0,34.0,2011.0,Good
334,World of Tanks,96004929.0,1592338.0,75588,467,67932,10960,181,60.29,2023,Wargaming.net,2011-04-12,PC,Shooter,0.0,0.23,0.0,0.06,0.29,72.74148256587704,54.0,2014.0,Good
335,World of Tanks,96004929.0,1592338.0,75588,467,67932,10960,181,60.29,2023,Wargaming.net,2011-04-12,PC,Shooter,0.0,0.23,0.0,0.06,0.29,80.0,49.0,2016.0,Good
336,World of Tanks,96004929.0,1592338.0,75588,467,67932,10960,181,60.29,2023,Wargaming.net,2011-04-12,PC,Shooter,0.0,0.23,0.0,0.06,0.29,76.0,53.0,2015.0,Good
337,World of Tanks,96004929.0,1592338.0,75588,467,67932,10960,181,60.29,2023,Wargaming.net,2011-04-12,X360,Shooter,0.0,0.03,0.0,0.0,0.04,80.0,34.0,2011.0,Good
338,World of Tanks,96004929.0,1592338.0,75588,467,67932,10960,181,60.29,2023,Wargaming.net,2011-04-12,X360,Shooter,0.0,0.03,0.0,0.0,0.04,72.74148256587704,54.0,2014.0,Good
339,World of Tanks,96004929.0,1592338.0,75588,467,67932,10960,181,60.29,2023,Wargaming.net,2011-04-12,X360,Shooter,0.0,0.03,0.0,0.0,0.04,80.0,49.0,2016.0,Good
340,World of Tanks,96004929.0,1592338.0,75588,467,67932,10960,181,60.29,2023,Wargaming.net,2011-04-12,X360,Shooter,0.0,0.03,0.0,0.0,0.04,76.0,53.0,2015.0,Good
341,World of Tanks,96004929.0,1592338.0,75588,467,67932,10960,181,60.29,2023,Wargaming.net,2014-02-12,PC,Shooter,0.0,0.23,0.0,0.06,0.29,80.0,34.0,2011.0,Good
342,World of Tanks,96004929.0,1592338.0,75588,467,67932,10960,181,60.29,2023,Wargaming.net,2014-02-12,PC,Shooter,0.0,0.23,0.0,0.06,0.29,72.74148256587704,54.0,2014.0,Good
343,World of Tanks,96004929.0,1592338.0,75588,467,67932,10960,181,60.29,2023,Wargaming.net,2014-02-12,PC,Shooter,0.0,0.23,0.0,0.06,0.29,80.0,49.0,2016.0,Good
344,World of Tanks,96004929.0,1592338.0,75588,467,67932,10960,181,60.29,2023,Wargaming.net,2014-02-12,PC,Shooter,0.0,0.23,0.0,0.06,0.29,76.0,53.0,2015.0,Good
345,World of Tanks,96004929.0,1592338.0,75588,467,67932,10960,181,60.29,2023,Wargaming.net,2014-02-12,X360,Shooter,0.0,0.03,0.0,0.0,0.04,80.0,34.0,2011.0,Good
346,World of Tanks,96004929.0,1592338.0,75588,467,67932,10960,181,60.29,2023,Wargaming.net,2014-02-12,X360,Shooter,0.0,0.03,0.0,0.0,0.04,72.74148256587704,54.0,2014.0,Good
347,World of Tanks,96004929.0,1592338.0,75588,467,67932,10960,181,60.29,2023,Wargaming.net,2014-02-12,X360,Shooter,0.0,0.03,0.0,0.0,0.04,80.0,49.0,2016.0,Good
348,World of Tanks,96004929.0,1592338.0,75588,467,67932,10960,181,60.29,2023,Wargaming.net,2014-02-12,X360,Shooter,0.0,0.03,0.0,0.0,0.04,76.0,53.0,2015.0,Good
374,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2013-09-17,PS3,Action,7.01,9.27,0.97,4.14,21.4,97.0,83.0,2013.0,Excellent
375,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2013-09-17,PS3,Action,7.01,9.27,0.97,4.14,21.4,81.0,27.0,2022.0,Great
377,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2013-09-17,PS3,Action,7.01,9.27,0.97,4.14,21.4,97.0,83.0,2014.0,Excellent
378,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2013-09-17,PS3,Action,7.01,9.27,0.97,4.14,21.4,79.0,37.0,2022.0,Good
379,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2013-09-17,PS3,Action,7.01,9.27,0.97,4.14,21.4,97.0,79.0,2014.0,Excellent
380,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2013-09-17,PS3,Action,7.01,9.27,0.97,4.14,21.4,96.0,78.0,2015.0,Excellent
381,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2013-09-17,X360,Action,9.63,5.31,0.06,1.38,16.38,97.0,83.0,2013.0,Excellent
382,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2013-09-17,X360,Action,9.63,5.31,0.06,1.38,16.38,81.0,27.0,2022.0,Great
384,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2013-09-17,X360,Action,9.63,5.31,0.06,1.38,16.38,97.0,83.0,2014.0,Excellent
385,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2013-09-17,X360,Action,9.63,5.31,0.06,1.38,16.38,79.0,37.0,2022.0,Good
386,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2013-09-17,X360,Action,9.63,5.31,0.06,1.38,16.38,97.0,79.0,2014.0,Excellent
387,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2013-09-17,X360,Action,9.63,5.31,0.06,1.38,16.38,96.0,78.0,2015.0,Excellent
388,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2013-09-17,PS4,Action,3.8,5.81,0.36,2.02,11.98,97.0,83.0,2013.0,Excellent
389,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2013-09-17,PS4,Action,3.8,5.81,0.36,2.02,11.98,81.0,27.0,2022.0,Great
391,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2013-09-17,PS4,Action,3.8,5.81,0.36,2.02,11.98,97.0,83.0,2014.0,Excellent
392,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2013-09-17,PS4,Action,3.8,5.81,0.36,2.02,11.98,79.0,37.0,2022.0,Good
393,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2013-09-17,PS4,Action,3.8,5.81,0.36,2.02,11.98,97.0,79.0,2014.0,Excellent
394,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2013-09-17,PS4,Action,3.8,5.81,0.36,2.02,11.98,96.0,78.0,2015.0,Excellent
395,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2013-09-17,XOne,Action,2.66,2.01,0.0,0.41,5.08,97.0,83.0,2013.0,Excellent
396,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2013-09-17,XOne,Action,2.66,2.01,0.0,0.41,5.08,81.0,27.0,2022.0,Great
398,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2013-09-17,XOne,Action,2.66,2.01,0.0,0.41,5.08,97.0,83.0,2014.0,Excellent
399,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2013-09-17,XOne,Action,2.66,2.01,0.0,0.41,5.08,79.0,37.0,2022.0,Good
400,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2013-09-17,XOne,Action,2.66,2.01,0.0,0.41,5.08,97.0,79.0,2014.0,Excellent
401,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2013-09-17,XOne,Action,2.66,2.01,0.0,0.41,5.08,96.0,78.0,2015.0,Excellent
402,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2013-09-17,PC,Action,0.36,0.64,0.0,0.08,1.08,97.0,83.0,2013.0,Excellent
403,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2013-09-17,PC,Action,0.36,0.64,0.0,0.08,1.08,81.0,27.0,2022.0,Great
405,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2013-09-17,PC,Action,0.36,0.64,0.0,0.08,1.08,97.0,83.0,2014.0,Excellent
406,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2013-09-17,PC,Action,0.36,0.64,0.0,0.08,1.08,79.0,37.0,2022.0,Good
407,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2013-09-17,PC,Action,0.36,0.64,0.0,0.08,1.08,97.0,79.0,2014.0,Excellent
408,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2013-09-17,PC,Action,0.36,0.64,0.0,0.08,1.08,96.0,78.0,2015.0,Excellent
409,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2015-04-14,PS3,Action,7.01,9.27,0.97,4.14,21.4,97.0,83.0,2013.0,Excellent
410,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2015-04-14,PS3,Action,7.01,9.27,0.97,4.14,21.4,81.0,27.0,2022.0,Great
412,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2015-04-14,PS3,Action,7.01,9.27,0.97,4.14,21.4,97.0,83.0,2014.0,Excellent
413,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2015-04-14,PS3,Action,7.01,9.27,0.97,4.14,21.4,79.0,37.0,2022.0,Good
414,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2015-04-14,PS3,Action,7.01,9.27,0.97,4.14,21.4,97.0,79.0,2014.0,Excellent
415,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2015-04-14,PS3,Action,7.01,9.27,0.97,4.14,21.4,96.0,78.0,2015.0,Excellent
416,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2015-04-14,X360,Action,9.63,5.31,0.06,1.38,16.38,97.0,83.0,2013.0,Excellent
417,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2015-04-14,X360,Action,9.63,5.31,0.06,1.38,16.38,81.0,27.0,2022.0,Great
419,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2015-04-14,X360,Action,9.63,5.31,0.06,1.38,16.38,97.0,83.0,2014.0,Excellent
420,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2015-04-14,X360,Action,9.63,5.31,0.06,1.38,16.38,79.0,37.0,2022.0,Good
421,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2015-04-14,X360,Action,9.63,5.31,0.06,1.38,16.38,97.0,79.0,2014.0,Excellent
422,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2015-04-14,X360,Action,9.63,5.31,0.06,1.38,16.38,96.0,78.0,2015.0,Excellent
423,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2015-04-14,PS4,Action,3.8,5.81,0.36,2.02,11.98,97.0,83.0,2013.0,Excellent
424,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2015-04-14,PS4,Action,3.8,5.81,0.36,2.02,11.98,81.0,27.0,2022.0,Great
426,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2015-04-14,PS4,Action,3.8,5.81,0.36,2.02,11.98,97.0,83.0,2014.0,Excellent
427,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2015-04-14,PS4,Action,3.8,5.81,0.36,2.02,11.98,79.0,37.0,2022.0,Good
428,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2015-04-14,PS4,Action,3.8,5.81,0.36,2.02,11.98,97.0,79.0,2014.0,Excellent
429,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2015-04-14,PS4,Action,3.8,5.81,0.36,2.02,11.98,96.0,78.0,2015.0,Excellent
430,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2015-04-14,XOne,Action,2.66,2.01,0.0,0.41,5.08,97.0,83.0,2013.0,Excellent
431,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2015-04-14,XOne,Action,2.66,2.01,0.0,0.41,5.08,81.0,27.0,2022.0,Great
433,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2015-04-14,XOne,Action,2.66,2.01,0.0,0.41,5.08,97.0,83.0,2014.0,Excellent
434,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2015-04-14,XOne,Action,2.66,2.01,0.0,0.41,5.08,79.0,37.0,2022.0,Good
435,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2015-04-14,XOne,Action,2.66,2.01,0.0,0.41,5.08,97.0,79.0,2014.0,Excellent
436,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2015-04-14,XOne,Action,2.66,2.01,0.0,0.41,5.08,96.0,78.0,2015.0,Excellent
437,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2015-04-14,PC,Action,0.36,0.64,0.0,0.08,1.08,97.0,83.0,2013.0,Excellent
438,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2015-04-14,PC,Action,0.36,0.64,0.0,0.08,1.08,81.0,27.0,2022.0,Great
440,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2015-04-14,PC,Action,0.36,0.64,0.0,0.08,1.08,97.0,83.0,2014.0,Excellent
441,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2015-04-14,PC,Action,0.36,0.64,0.0,0.08,1.08,79.0,37.0,2022.0,Good
442,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2015-04-14,PC,Action,0.36,0.64,0.0,0.08,1.08,97.0,79.0,2014.0,Excellent
443,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2015-04-14,PC,Action,0.36,0.64,0.0,0.08,1.08,96.0,78.0,2015.0,Excellent
444,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2014-11-18,PS3,Action,7.01,9.27,0.97,4.14,21.4,97.0,83.0,2013.0,Excellent
445,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2014-11-18,PS3,Action,7.01,9.27,0.97,4.14,21.4,81.0,27.0,2022.0,Great
447,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2014-11-18,PS3,Action,7.01,9.27,0.97,4.14,21.4,97.0,83.0,2014.0,Excellent
448,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2014-11-18,PS3,Action,7.01,9.27,0.97,4.14,21.4,79.0,37.0,2022.0,Good
449,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2014-11-18,PS3,Action,7.01,9.27,0.97,4.14,21.4,97.0,79.0,2014.0,Excellent
450,Grand Theft Auto V,1414287042.0,23867924.0,727079,6992,1577887,161466,2724,59.25,2022,Rockstar Games,2014-11-18,PS3,Action,7.01,9.27,0.97,4.14,21.4,96.0,78.0,2015.0,Excellent
